id,startdate,submitdate,lastpage,treatment,willingnessjobrec1,willingnessjobrec2,paffect1,paffect2,paffect3,paffect4,paffect5,paffect6,naffect1,naffect2,naffect3,naffect4,naffect5,naffect6,turnover1,turnover2,turnover3,prosocialimpact1,prosocialimpact2,prosocialimpact3,manipulationcheck,taskvariety1,taskvariety2,taskvariety3,taskvariety4,taskvariety5,taskanalyz1,taskanalyz2,taskanalyz3,taskanalyz4,attention1,autonomy1,autonomy2,autonomy3,beneficiaries1,beneficiaries2,attention2,manager,gender,yearbirth,educator,sector,subsector,atwork,duration_treatment_general,duration_treatment_prosocial,duration_treatment_societal
428,2017-12-16T04:22:54Z,2017-12-16T04:32:10Z,11,1,4,2,5,6,5,6,5,5,2,2,2,2,1,1,2,6,2,5,5,6,,2,3,3,2,2,2,2,2,4,3,7,7,6,5,5,1,2,0,1966,1,1,2,1,,,
429,2017-12-16T05:02:26Z,2017-12-16T05:07:49Z,11,2,4,3,5,5,5,4,4,5,3,3,3,3,4,2,4,3,5,5,5,6,1,2,3,3,3,2,3,4,3,3,3,7,6,7,5,5,1,0,1,1988,0,2,0,0,87.23,,
430,2017-12-16T05:07:42Z,2017-12-16T05:22:27Z,11,2,4,2,6,6,6,6,6,6,1,1,1,1,1,1,6,1,1,6,6,6,1,3,3,3,3,3,3,3,2,4,3,6,6,6,6,6,1,5,1,1988,0,1,3,0,150.1,,
431,2017-12-16T05:30:50Z,2017-12-16T05:39:17Z,11,3,5,1,7,7,7,7,5,4,1,1,1,1,1,1,7,1,1,7,7,7,2,4,4,4,4,4,5,5,4,5,3,6,6,6,7,7,1,0,1,1977,1,1,1,1,,146.11,
432,2017-12-16T06:51:12Z,2017-12-16T06:55:24Z,11,2,4,2,5,5,5,5,5,5,2,1,2,2,2,2,5,3,4,6,6,6,1,2,2,2,2,2,2,3,3,3,3,6,6,6,7,7,1,0,0,1987,1,1,3,0,61.75,,
433,2017-12-16T10:52:42Z,2017-12-16T11:00:41Z,11,2,4,2,4,4,4,4,3,5,5,5,5,5,4,3,4,5,7,7,7,6,1,4,4,4,4,4,4,5,3,4,3,6,5,6,7,7,1,0,0,1992,1,3,1,1,202.62,,
434,2017-12-16T11:26:46Z,2017-12-16T11:30:41Z,11,3,4,2,6,6,5,5,5,5,2,2,2,2,1,1,2,5,7,7,7,7,2,5,4,4,4,4,4,5,5,3,3,3,5,5,6,6,1,1,0,1987,0,3,0,0,,95.54,
435,2017-12-16T13:36:07Z,2017-12-16T13:42:03Z,11,4,4,2,6,6,7,6,7,6,1,2,2,2,1,2,2,2,1,6,6,6,1,2,3,3,2,3,3,3,3,2,3,4,4,5,6,6,1,0,1,1957,1,2,3,,,,122.32
436,2017-12-16T13:54:23Z,2017-12-16T14:03:35Z,11,2,1,5,5,6,5,4,5,4,5,4,4,5,5,4,1,7,7,6,6,6,1,3,3,3,3,3,3,3,3,3,3,3,6,2,6,6,1,0,1,1960,1,1,2,0,245.19,,
437,2017-12-16T14:14:58Z,2017-12-16T14:22:25Z,11,2,3,3,6,5,6,5,5,5,2,2,3,2,1,2,6,,1,6,6,6,1,2,2,2,3,2,3,2,3,3,3,6,6,6,2,2,1,0,0,1979,0,1,5,0,169.08,,
438,2017-12-16T14:17:35Z,2017-12-16T14:27:40Z,11,4,3,3,6,5,5,5,4,5,4,2,3,2,5,3,5,5,6,6,7,7,3,5,5,5,5,5,4,5,4,4,3,5,5,5,6,4,1,0,1,1989,1,2,4,1,,,260.21
439,2017-12-16T15:03:04Z,2017-12-16T15:07:44Z,11,1,3,3,4,6,6,6,7,4,1,2,2,2,1,2,1,6,7,6,6,7,,2,3,2,3,3,2,4,5,2,3,6,6,5,6,5,1,0,1,1988,0,2,2,0,,,
440,2017-12-16T15:40:04Z,2017-12-16T16:00:35Z,11,3,5,1,6,6,6,7,6,4,1,1,2,2,1,1,7,1,1,7,7,6,2,2,2,3,3,3,2,2,3,4,3,6,6,6,,6,7,0,1,1970,0,2,0,1,,404.38,
441,2017-12-16T16:05:08Z,2017-12-16T16:20:10Z,11,2,5,1,5,5,6,5,5,5,3,2,3,2,1,3,6,4,6,7,7,7,1,3,2,2,2,3,3,5,3,3,3,6,6,7,7,7,1,0,1,1991,1,1,2,0,552.87,,
442,2017-12-16T16:49:31Z,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,2017-12-16T17:17:49Z,2017-12-16T17:25:25Z,11,3,4,2,5,5,5,6,5,5,1,1,2,2,2,1,7,5,2,7,7,7,2,4,4,4,4,4,5,5,4,4,3,6,6,6,7,7,1,0,0,1970,1,1,3,0,,141.18,
444,2017-12-16T17:21:06Z,2017-12-16T17:25:50Z,11,2,4,2,5,5,3,4,4,3,5,3,5,4,3,4,7,1,1,6,7,6,1,4,4,4,4,4,4,4,4,4,3,6,6,6,7,7,7,0,0,1980,1,1,2,0,60.28,,
445,2017-12-16T17:46:52Z,2017-12-16T17:51:25Z,11,3,4,1,6,6,6,6,6,6,2,1,1,1,1,1,6,1,1,7,7,7,2,2,3,3,3,2,2,3,2,2,3,7,7,7,7,7,1,0,0,1977,1,1,3,1,,102.49,
446,2017-12-16T17:50:14Z,2017-12-16T17:54:15Z,11,1,4,3,7,6,6,6,5,7,1,1,1,1,1,1,5,4,7,6,6,6,,4,4,5,5,5,5,5,4,4,3,6,6,6,6,6,1,4,0,1972,1,3,4,1,,,
447,2017-12-16T17:52:54Z,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,2017-12-16T20:45:04Z,2017-12-16T20:52:12Z,11,2,5,1,6,6,6,6,6,6,1,1,1,1,1,1,7,1,1,7,7,7,1,1,2,1,3,1,5,5,,5,3,7,7,7,7,7,1,0,0,1981,0,1,3,0,192.64,,
449,2017-12-16T21:25:25Z,2017-12-16T21:30:21Z,11,3,4,3,6,6,6,5,5,5,1,1,1,1,1,1,7,,1,6,6,6,2,4,5,5,4,5,4,3,5,3,3,7,7,7,6,6,1,0,1,1985,0,3,0,0,,132.41,
450,2017-12-16T21:56:19Z,2017-12-16T22:02:05Z,11,4,4,2,6,5,5,6,5,5,2,2,1,1,1,1,7,1,2,6,6,6,3,2,2,3,3,3,4,2,3,3,3,5,5,3,6,6,1,1,1,1986,1,1,1,1,,,111.21
451,2017-12-16T23:03:48Z,2017-12-16T23:16:09Z,11,4,4,4,6,6,6,6,6,6,1,1,1,1,1,1,5,4,2,6,6,6,3,2,2,2,2,2,3,3,2,2,3,6,6,6,6,6,7,2,0,1976,0,1,2,0,,,310.05
452,2017-12-17T01:40:33Z,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,2017-12-17T03:01:27Z,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,2017-12-17T03:51:09Z,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,2017-12-17T07:21:25Z,2017-12-17T07:30:00Z,11,2,5,4,6,6,6,5,5,5,5,2,3,4,1,2,4,6,5,6,6,5,2,4,4,5,3,4,4,3,4,4,3,5,6,6,4,5,1,2,0,1984,0,1,3,1,143.01,,
456,2017-12-17T08:52:47Z,2017-12-17T09:01:40Z,11,4,5,4,4,6,5,5,1,2,5,2,4,4,5,3,7,1,1,7,6,7,3,2,3,3,3,4,2,3,4,3,3,5,6,6,7,7,1,0,1,1986,1,1,2,0,,,77.07
457,2017-12-17T12:36:34Z,2017-12-17T12:41:05Z,11,1,3,4,4,5,5,5,4,5,3,5,5,5,5,1,1,3,1,6,7,7,,3,3,4,4,3,4,5,3,4,3,5,3,4,7,7,1,0,1,1981,1,1,1,0,,,
458,2017-12-17T14:20:57Z,2017-12-17T14:28:04Z,11,3,5,2,6,5,6,5,4,5,1,1,2,2,1,1,2,1,7,7,7,7,2,4,5,3,5,4,3,3,2,3,3,5,5,5,7,6,1,0,1,1986,1,3,1,0,,141.52,
459,2017-12-17T14:36:16Z,2017-12-17T15:02:58Z,11,3,2,4,6,6,6,6,6,7,2,2,2,2,2,2,5,4,5,6,6,6,2,4,4,4,4,2,4,4,,4,3,3,3,3,7,7,1,0,1,1981,1,1,3,,,944.37,
460,2017-12-17T14:58:24Z,2017-12-17T15:05:37Z,11,4,5,1,7,7,7,7,7,6,1,1,1,1,1,1,7,1,1,4,7,7,3,4,4,4,4,4,5,5,5,5,3,6,6,6,7,7,1,1,1,1984,1,1,2,0,,,222.12
461,2017-12-17T15:28:26Z,2017-12-17T15:34:47Z,11,4,4,2,5,5,5,5,5,5,2,2,2,2,2,2,3,2,2,6,6,6,2,2,2,2,2,3,2,2,3,2,3,6,6,6,6,6,1,1,1,1976,0,2,3,0,,,150.54
462,2017-12-17T16:16:08Z,2017-12-17T16:19:57Z,11,1,3,3,6,5,5,5,4,3,2,3,1,1,1,1,1,5,1,7,7,7,,5,4,4,4,4,4,4,3,,3,6,6,6,6,6,1,1,1,1982,1,3,1,0,,,
463,2017-12-17T19:29:04Z,2017-12-17T19:33:54Z,11,1,4,3,3,3,3,2,3,3,5,4,5,5,3,3,4,6,6,6,6,6,,3,3,3,4,3,4,4,4,4,3,5,5,4,6,6,1,1,2,1988,1,3,1,0,,,
464,2017-12-17T19:36:05Z,2017-12-17T19:42:55Z,11,2,3,4,5,5,,5,5,4,3,3,2,2,4,1,3,6,7,5,5,5,1,5,5,5,5,4,4,4,3,4,3,5,5,5,5,5,1,0,1,1971,1,3,4,1,145.39,,
465,2017-12-17T21:23:29Z,2017-12-17T21:28:43Z,11,4,4,1,5,5,5,5,5,5,3,3,3,4,3,3,7,1,1,5,6,7,3,3,3,3,2,2,3,4,3,3,3,7,7,7,7,5,1,0,0,1977,1,2,3,0,,,90.69
466,2017-12-17T21:26:55Z,2017-12-17T21:32:56Z,11,2,3,4,5,4,6,5,,4,2,3,2,3,1,5,4,5,4,6,6,6,1,3,5,4,3,5,2,3,3,4,3,5,5,4,5,6,1,1,1,1983,1,3,1,0,87.81,,
467,2017-12-17T21:45:54Z,2017-12-17T21:52:04Z,11,1,5,2,6,5,5,3,3,7,1,1,1,1,1,1,3,3,6,6,6,5,,2,4,4,3,4,5,4,4,4,3,4,5,3,5,5,1,2,1,1996,0,2,3,0,,,
468,2017-12-17T22:27:13Z,2017-12-17T22:43:11Z,11,3,2,3,4,2,1,1,1,1,3,2,1,7,1,5,1,7,7,3,3,4,2,5,5,5,5,5,4,5,5,5,3,1,1,1,4,4,1,0,0,1994,0,3,0,0,,242.59,
469,2017-12-17T22:52:12Z,2017-12-17T22:57:20Z,11,3,5,1,6,6,6,6,5,6,1,1,1,1,1,1,7,1,2,7,7,7,2,2,3,3,4,3,5,5,4,5,3,7,6,6,7,7,1,0,0,1994,1,1,3,0,,118.18,
470,2017-12-17T23:26:31Z,2017-12-17T23:43:25Z,11,3,4,2,6,6,6,6,6,6,2,2,2,2,2,2,6,3,3,6,6,6,2,3,3,3,3,3,3,3,3,3,3,5,5,5,6,6,1,0,0,1984,1,1,1,0,,196.48,
471,2017-12-17T23:39:48Z,2017-12-17T23:48:53Z,11,2,4,2,7,7,7,7,4,7,1,1,1,1,1,1,7,1,1,7,7,7,1,3,2,3,3,3,4,4,4,4,3,6,7,7,7,7,1,0,1,1963,1,1,1,0,200.15,,
472,2017-12-18T12:56:22Z,2017-12-18T13:10:03Z,11,2,5,1,7,7,,7,7,7,1,1,1,1,1,1,1,7,7,7,7,7,1,5,5,5,5,5,5,5,5,5,3,7,6,7,7,7,1,0,1,1980,1,2,3,1,341.57,,
473,2017-12-18T13:24:08Z,2017-12-18T13:27:47Z,11,4,2,4,2,3,2,3,2,3,5,5,5,2,5,2,2,3,6,6,6,6,3,4,4,4,4,4,4,4,3,2,3,5,6,5,5,5,1,0,,1992,0,2,0,1,,,83.02
474,2017-12-18T13:58:09Z,2017-12-18T14:03:14Z,11,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,6,6,6,6,3,3,3,3,3,2,3,4,2,4,3,6,6,6,6,6,1,0,0,1978,1,1,2,0,,,119.42
475,2017-12-18T15:04:22Z,2017-12-18T15:10:39Z,11,3,3,3,6,6,6,6,6,6,2,2,2,2,2,2,5,3,3,5,5,5,2,2,2,2,2,2,3,3,3,3,3,5,5,5,6,6,1,0,0,1984,1,1,2,1,,117.58,
476,2017-12-18T15:05:31Z,2017-12-18T15:14:18Z,11,2,5,1,6,6,6,6,6,4,2,2,2,2,2,2,6,2,2,6,6,7,2,3,3,4,3,3,3,4,3,3,3,6,6,6,7,7,1,0,1,1983,1,3,4,1,128.13,,
477,2017-12-18T15:06:53Z,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,2017-12-18T16:09:02Z,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,2017-12-18T16:13:33Z,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,2017-12-18T16:50:30Z,2017-12-18T16:53:13Z,11,1,2,5,3,4,3,5,1,2,6,6,1,2,6,3,2,6,7,5,6,5,,1,4,4,2,1,2,5,1,3,3,7,7,7,6,6,1,0,1,1993,1,1,2,1,,,
481,2017-12-18T16:58:31Z,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,2017-12-18T17:55:22Z,2017-12-18T18:04:15Z,11,2,5,2,7,6,7,6,6,6,1,1,1,1,1,1,7,2,2,6,6,7,2,2,2,3,2,3,4,5,4,5,3,5,4,5,7,7,1,0,0,1982,1,3,5,0,216.5,,
483,2017-12-18T18:05:49Z,2017-12-18T18:10:27Z,11,1,5,1,6,6,4,6,4,6,1,1,1,1,1,1,7,1,1,6,7,7,,3,3,3,3,4,4,5,5,5,3,5,5,5,7,7,1,0,1,1954,1,3,3,0,,,
484,2017-12-18T19:05:54Z,2017-12-18T19:08:44Z,11,1,3,4,6,5,6,5,5,5,2,2,2,2,2,2,7,3,1,7,7,6,,2,2,2,3,3,5,5,4,5,3,7,7,7,6,6,1,0,1,1972,1,1,2,1,,,
485,2017-12-18T19:31:48Z,2017-12-18T19:36:51Z,11,1,4,2,5,5,5,5,5,5,2,3,2,2,3,2,5,3,3,6,6,7,,4,4,3,4,3,3,3,4,4,3,7,7,7,5,5,1,1,1,1988,1,3,3,1,,,
486,2017-12-18T23:08:38Z,2017-12-18T23:12:12Z,11,2,4,3,6,6,6,5,5,5,2,1,2,1,1,1,4,2,1,7,7,7,1,3,2,2,3,1,3,3,2,2,3,6,6,6,7,7,1,0,1,1994,1,1,2,0,72.59,,
487,2017-12-19T01:32:22Z,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,2017-12-19T01:49:43Z,2017-12-19T01:55:11Z,11,2,4,2,6,5,5,6,4,5,1,1,1,1,1,1,2,5,1,5,5,6,1,5,5,5,5,5,4,4,5,4,3,2,2,2,7,7,1,0,1,1956,1,1,2,0,84.31,,
489,2017-12-19T04:11:30Z,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,2017-12-19T04:46:04Z,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,2017-12-19T05:19:23Z,2017-12-19T05:33:51Z,11,3,3,3,7,7,7,7,7,7,1,1,1,1,1,1,7,1,2,7,7,7,2,5,5,4,4,4,4,4,4,4,3,7,7,7,7,7,1,0,1,1993,1,1,2,0,,440.64,
492,2017-12-19T08:41:55Z,2017-12-19T08:45:56Z,11,3,5,1,7,7,7,7,7,7,1,1,1,1,1,1,7,1,1,7,7,7,2,3,4,4,3,4,5,5,5,5,3,5,5,5,7,7,1,0,0,1992,0,3,0,0,,96.83,
493,2017-12-19T08:44:27Z,2017-12-19T08:49:18Z,11,2,3,2,6,5,5,6,5,5,2,1,2,2,5,1,6,2,2,5,6,5,1,2,3,3,3,4,2,5,2,3,3,3,5,5,6,6,1,0,0,1989,1,1,3,0,84.83,,
494,2017-12-19T14:39:59Z,2017-12-19T14:50:50Z,11,4,5,1,7,7,7,7,6,5,1,1,1,1,1,1,7,1,1,7,7,7,3,3,3,2,3,3,3,3,4,1,3,2,2,5,7,7,7,6,1,1985,0,3,1,0,,,296.11
495,2017-12-19T15:30:11Z,2017-12-19T15:34:12Z,11,2,4,2,6,6,6,6,2,6,2,2,2,2,2,2,6,2,2,6,6,6,2,4,3,4,3,5,3,3,3,3,3,5,5,5,6,6,1,2,0,1976,1,1,4,1,32.06,,
496,2017-12-19T15:34:26Z,2017-12-19T15:39:59Z,11,3,3,3,6,6,6,6,6,6,1,1,2,1,1,1,1,4,6,6,6,6,2,4,4,4,4,4,4,4,4,4,3,6,6,6,6,6,1,1,0,1987,1,1,2,0,,120.69,
497,2017-12-19T16:07:52Z,2017-12-19T16:16:46Z,11,4,4,2,6,6,5,7,6,7,2,2,3,2,3,2,6,2,2,7,7,7,3,3,2,2,3,2,3,4,3,3,3,6,6,6,5,6,1,0,1,1993,1,1,2,1,,,226.42
498,2017-12-19T16:47:42Z,2017-12-19T16:53:05Z,11,3,4,4,6,7,5,6,4,5,2,2,1,5,5,2,2,2,7,6,6,6,2,4,4,4,5,4,3,4,4,2,3,7,7,7,7,7,1,0,0,1990,1,1,3,0,,138.13,
499,2017-12-19T18:33:22Z,2017-12-19T18:38:08Z,11,2,3,3,4,4,6,5,2,7,1,2,2,1,1,1,4,2,5,7,7,7,1,3,2,2,3,1,2,3,2,3,3,6,6,6,7,7,1,0,1,1993,1,2,2,1,129.67,,
500,2017-12-19T18:42:03Z,2017-12-19T18:43:49Z,11,2,2,2,2,4,5,3,5,1,5,6,4,3,2,6,4,4,5,4,3,3,2,3,2,3,2,4,2,2,2,3,3,4,1,4,3,2,1,2,1,1995,0,2,5,1,13.4,,
501,2017-12-19T19:52:38Z,2017-12-19T19:57:58Z,11,4,4,1,7,7,7,7,7,7,1,1,1,1,1,1,7,1,1,7,7,7,3,2,4,3,2,3,3,4,4,4,3,6,6,6,7,7,7,2,1,1962,0,1,4,1,,,127.64
502,2017-12-19T20:38:00Z,2017-12-19T20:44:21Z,11,2,4,1,6,6,6,5,4,5,1,1,4,1,1,1,6,1,1,2,5,2,1,5,5,5,5,5,3,4,5,4,3,2,2,1,1,1,1,0,1,1980,0,3,0,1,130.78,,
503,2017-12-19T23:14:09Z,2017-12-19T23:21:47Z,11,4,4,2,7,7,6,6,6,6,2,1,1,4,1,2,7,1,7,7,7,7,3,2,5,3,2,3,3,3,4,4,3,5,5,5,7,7,1,0,0,1990,1,1,2,1,,,223.97
